emotion,dist_l,dist_r,dist_eyes,dist_mouth_nose,hght_mouth,wdth_mouth
sa,77.4919350642,72.0624728968,165.027270474,99,70,186
sa,80.956778592,74.0,169.002958554,98,69,187
sa,81.6088230524,83.258633186,168.047612301,103,72,183
sa,82.2192191644,77.0064932327,167.011975619,103,68,183
sa,79.6994353807,75.0599760192,169.0,101,69,186
n,76.2430324685,70.0071424927,165.012120767,97,68,187
n,82.8613299435,84.5813218152,168.002976164,93,72,192
n,80.0062497559,74.1687265632,171.002923952,104,71,187
su,84.1189633793,77.0584193972,166.003012021,104,114,184
su,91.7605579756,82.0548596976,164.003048752,108,119,184
su,84.7171765346,77.1621668954,162.027775397,110,113,180
su,86.5794432877,80.0562302385,167.011975619,110,106,183
su,80.399004969,75.0066663704,166.027106221,110,109,178
su,82.8733974204,76.1051903618,165.027270474,106,104,185
su,85.7029754443,76.026311235,163.012269477,105,114,185
su,82.6075057123,76.0065786626,167.011975619,102,100,192
su,84.5044377533,74.0067564483,168.026783579,97,105,195
su,76.5310394546,74.0,171.011695506,96,99,195
su,78.6384130054,77.0259696466,169.002958554,94,100,197
su,82.5408989532,77.0064932327,168.002976164,96,95,202
su,74.3303437366,72.0069441096,163.0,97,90,203
su,75.5380698721,72.0,168.002976164,86,92,201
n,79.6994353807,74.0270220933,169.011833905,98,79,188
n,77.2528316633,79.1770168673,162.0,95,65,171
n,73.7360156233,67.007462271,163.012269477,98,64,173
a,74.0945342114,67.007462271,165.003030275,96,65,179
a,71.5122367151,66.0,165.0,95,66,180
n,83.8152730712,81.1541742611,159.012578119,82,86,212
h,71.4492827116,70.0642562224,152.013157325,62,117,261
sa,80.2807573457,78.6384130054,154.0,87,77,212
su,90.5538513814,90.4488805901,153.003267939,109,152,172
o,71.309185944,69.6419413859,153.0,92,74,193
n,76.5375724726,74.4311762637,160.028122529,82,79,214
n,72.1734023031,75.0599760192,152.003289438,78,90,211
n,79.1201617794,76.4198926982,159.012578119,81,92,209
n,77.7946013551,79.4040301244,161.049681776,79,93,211
n,86.9770084563,89.8109124773,146.003424617,80,93,212
n,81.9084855189,79.1580697087,160.028122529,81,81,211
n,80.777472107,76.0591874792,156.028843487,79,73,207
n,84.4334057112,91.4166286843,151.013244452,86,72,209
n,85.7263086806,93.9414711403,152.013157325,86,71,206
n,80.956778592,80.1560977094,154.012986465,86,74,214
n,81.2711510931,77.1621668954,158.050624801,86,76,210
n,80.0062497559,76.2364742102,160.012499512,84,76,208
n,77.4919350642,76.4198926982,157.012738337,89,73,210
n,77.4919350642,77.2334124586,158.012657721,84,77,214
n,76.8960337079,75.1065909225,154.003246719,80,75,227
h,77.8331548892,74.0270220933,158.012657721,69,88,241
h,77.2010362625,75.1065909225,162.012345209,59,100,255
h,77.1621668954,74.2428447731,162.027775397,63,103,254
h,77.2010362625,73.1710325197,164.027436729,62,101,255
h,75.9605160593,74.0270220933,157.012738337,61,104,256
h,77.2010362625,75.1664818919,159.012578119,62,110,263
h,78.1088983407,74.0270220933,157.028659805,58,114,257
h,76.8960337079,73.1095069057,156.028843487,59,118,262
h,75.2728370662,73.1095069057,160.078105936,58,115,263
h,78.5493475466,74.0067564483,161.049681776,59,116,263
h,80.2309167341,74.1080292546,161.049681776,57,112,263
h,74.6726188104,72.1110255093,161.111762451,57,113,259
h,75.2728370662,73.3348484692,159.050306507,68,103,243
n,74.3303437366,74.3303437366,158.028478446,74,92,223
n,78.1600921187,79.1012010023,155.012902689,86,81,215
n,80.6535802057,81.0246875958,158.003164525,88,78,211
n,82.2253002427,81.3019064967,159.012578119,92,74,208
n,77.8845299145,78.2304288624,157.0,90,74,211
sa,79.5550124128,78.9176786278,157.003184681,89,78,214
sa,80.8084154033,78.7718223732,157.0,88,77,215
sa,81.2526922631,81.7435012707,155.0,86,77,210
sa,80.3616824115,77.5241897733,152.0,92,77,213
sa,77.6208734813,75.802374633,154.0,93,79,208
sa,78.5875308176,76.2364742102,156.003205095,91,77,208
sa,77.8845299145,75.5380698721,159.0,89,88,212
su,79.0569415042,75.3259583411,163.012269477,91,116,186
su,79.7119815335,78.2304288624,160.04999219,88,139,188
su,87.3670418407,84.2911620515,150.003333296,107,150,181
su,95.5248658727,92.1357693841,154.003246719,108,159,175
su,90.1997782702,88.0908621822,152.003289438,110,157,176
su,96.4209520799,92.2659200355,157.003184681,108,157,177
su,93.4344690144,92.4391691871,155.003225773,107,157,172
su,89.5600357302,86.469647854,155.003225773,107,153,174
su,90.5538513814,87.6926450736,155.02902954,105,156,179
su,84.7171765346,84.480767042,154.003246719,102,158,178
su,89.2748564827,88.0908621822,156.012819986,105,151,178
su,91.5478017213,92.3471710449,157.003184681,102,154,176
su,76.6550715869,80.2246844805,156.003205095,97,151,172
su,71.700767081,72.5603197347,158.012657721,96,106,194
a,71.3862731903,72.6911273815,158.012657721,94,91,207
a,73.4982993001,74.6726188104,156.003205095,92,83,205
a,72.5327512232,73.6817480792,156.028843487,99,75,200
a,68.4105255059,68.8839603972,157.0,97,75,201
a,65.5209890035,70.8378429937,156.0,99,72,195
a,71.1688133946,68.3593446429,155.003225773,101,77,197
a,70.5761999544,68.3593446429,152.0,99,79,199
a,69.2314957227,69.5844810285,154.003246719,95,77,195
a,69.3757882838,71.1688133946,151.0,98,75,194
a,63.6003144646,65.0,150.0,97,77,199
a,68.4105255059,69.6419413859,153.0,97,76,196
a,68.0073525437,69.5701085237,150.0,97,77,194
a,68.0073525437,70.3420215803,154.012986465,94,79,193
a,67.9117073854,70.6116137756,158.003164525,97,79,197
a,65.8027355054,80.8022276921,156.0,94,77,197
a,65.7343137182,68.4105255059,156.003205095,97,74,195
n,77.9294552785,75.5380698721,161.0,87,78,239
h,63.1506136154,60.1331855135,154.029218007,72,104,255
n,66.9103878333,65.06919394,154.029218007,85,70,233
n,69.2314957227,68.1835757349,153.081677545,88,74,229
su,67.082039325,65.3758365147,156.028843487,87,127,222
n,79.5110055275,75.5380698721,158.0,85,78,235
n,70.4556598152,66.1211010193,156.0,92,81,235
n,92.2659200355,90.0222194794,150.003333296,88,80,237
n,76.5310394546,75.1065909225,158.003164525,91,81,228
n,70.5761999544,69.2603782837,157.0,87,84,231
n,87.2066511225,84.0535543567,155.0,89,98,233
n,74.3303437366,73.1095069057,156.0,84,104,238
n,68.066144301,65.192024052,157.0,86,98,231
n,66.9103878333,65.192024052,156.003205095,87,91,234
n,67.082039325,63.1981012373,157.012738337,82,83,230
n,63.1506136154,61.2943716829,157.003184681,88,79,231
n,87.4642784227,82.0243866176,151.0,89,77,235
n,71.0211236183,67.0671305484,155.003225773,88,81,234
n,65.306967469,63.1268564083,156.012819986,91,77,233
n,62.9682459657,63.1268564083,157.028659805,92,78,232
n,63.9531078213,63.1268564083,153.05227865,89,75,235
h,66.2872536767,64.1950153828,155.02902954,90,81,232
h,69.8713102783,67.0671305484,155.012902689,87,82,237
h,66.2872536767,64.28063472,155.02902954,85,83,236
h,73.9797269527,70.1783442381,151.003311222,80,93,244
h,71.5681493403,68.066144301,156.028843487,76,112,248
h,62.9682459657,60.0083327547,154.029218007,74,109,247
h,87.2066511225,90.6200860737,149.013422214,73,103,258
h,71.1969100453,68.1835757349,154.051939293,71,102,256
h,65.4904573201,63.1268564083,157.079597657,73,92,255
h,60.207972894,59.076221951,155.051604313,73,99,261
h,58.4208866759,58.0344725142,152.05262247,71,92,261
h,60.827625303,59.076221951,153.081677545,74,93,259
h,64.28063472,63.0713881249,148.084435374,75,96,255
h,80.2246844805,78.1600921187,145.031031162,74,100,255
h,73.9797269527,70.0071424927,149.030198282,76,94,255
h,64.9384323802,63.0713881249,154.081147452,81,91,251
h,62.096698785,61.2045749924,152.05262247,86,89,250
h,62.8171950982,61.1310068623,153.081677545,88,86,245
h,73.5527021937,72.0069441096,151.052970841,92,82,239
n,75.953933407,74.0270220933,153.081677545,92,70,233
n,75.953933407,72.1110255093,152.05262247,86,72,236
n,66.9103878333,65.1229606207,155.080624193,83,72,238
n,65.1152823844,64.0702739186,152.05262247,84,72,235
n,66.0984114786,63.387695967,151.013244452,84,72,237
n,63.5609943283,62.3939099592,155.02902954,80,74,234
n,64.9384323802,64.1248781675,155.080624193,84,68,239
n,66.0984114786,63.1268564083,154.051939293,80,75,237
n,62.9682459657,61.2045749924,156.028843487,83,72,229
n,61.3921819127,59.2114853723,152.029602381,84,75,231
n,64.3272881443,63.1981012373,153.029408938,87,77,229
n,79.0759128939,83.7735041645,152.013157325,84,80,229
n,62.5859409133,60.6712452485,156.028843487,91,78,229
n,63.5609943283,62.3939099592,154.051939293,88,81,226
n,68.4470598346,67.186308129,156.028843487,98,74,227
n,67.4685111737,68.3593446429,156.051273625,92,71,229
n,67.2681202354,68.4689710745,155.080624193,95,68,226
n,68.249542123,65.4904573201,155.051604313,94,74,227
n,66.4906008395,65.2763356815,154.051939293,91,75,228
n,63.3482438588,63.387695967,153.081677545,91,80,229
n,64.1326749793,62.2012861603,153.05227865,91,80,225
n,65.9696900099,63.1981012373,154.051939293,87,85,226
n,65.306967469,63.387695967,154.081147452,88,79,229
n,79.9061950039,77.0584193972,157.028659805,86,81,236
n,68.249542123,65.4904573201,157.079597657,86,85,226
n,91.0823802939,86.1452262171,152.013157325,82,85,235
n,71.700767081,70.0642562224,155.051604313,82,109,227
n,65.7647321898,64.1248781675,155.051604313,86,108,225
su,68.6585755751,66.2721661031,157.11460785,81,127,230
su,68.249542123,65.1229606207,154.051939293,81,126,228
su,65.306967469,65.192024052,154.051939293,77,131,227
su,66.2872536767,65.192024052,154.081147452,84,129,226
su,67.4685111737,63.1981012373,156.012819986,87,124,228
su,87.1435597161,86.1452262171,147.030609058,80,135,225
su,71.700767081,72.0624728968,152.029602381,89,123,218
n,80.1560977094,80.2246844805,166.003012021,101,76,212
h,80.0562302385,82.2982381342,170.026468528,70,86,250
a,69.2603782837,69.5844810285,167.026943934,88,72,197
su,83.1504660239,76.3216876124,158.012657721,89,140,208
o,75.5380698721,75.4254598925,162.027775397,76,113,243
o,77.3175271203,73.1710325197,158.113883008,62,116,240
o,73.0616178304,69.2603782837,162.111073033,66,125,244
o,72.3394774656,69.2603782837,163.076669085,65,122,239
o,76.2364742102,77.1621668954,164.027436729,69,119,238
su,77.1038261048,75.1664818919,162.027775397,72,117,242
su,86.0523096727,84.1486779456,160.003124969,80,117,214
su,85.0529246999,80.2246844805,159.003144623,91,109,198
su,94.5780101292,82.4924238946,160.028122529,92,118,192
su,92.8493403315,80.7527089329,157.028659805,96,119,194
su,92.6984358013,81.4984662432,157.050947148,96,120,196
su,87.1435597161,80.5046582503,156.051273625,93,117,200
su,86.1452262171,79.5110055275,157.028659805,90,135,201
su,96.3846460802,81.3019064967,153.003267939,91,133,201
su,86.0523096727,79.2275204711,154.012986465,94,133,197
su,92.8493403315,78.4091831357,158.028478446,93,122,200
su,90.7854613911,76.3216876124,158.003164525,100,114,197
su,94.847245611,78.1024967591,156.0,95,126,199
su,93.6215787092,79.0253124005,154.003246719,94,139,200
su,79.9249648108,68.4689710745,160.028122529,95,114,194
su,89.0,77.4144689318,157.003184681,95,109,194
su,77.1038261048,74.3303437366,157.012738337,89,135,209
su,85.0058821494,79.1012010023,159.0,90,138,204
su,89.3196506935,81.3019064967,159.003144623,91,135,210
su,79.2275204711,78.5175139698,163.003067456,85,107,206
su,74.0607858451,72.2495674728,163.027605024,82,114,210
su,87.6641317758,80.099937578,163.0,87,103,213
su,75.1664818919,74.3303437366,163.003067456,87,91,204
n,77.2528316633,73.6817480792,161.012421881,95,72,209
n,76.6941979553,70.8590149522,166.012047756,87,70,210
a,73.3348484692,70.8590149522,166.027106221,88,72,211
a,78.3900503891,72.5603197347,163.003067456,87,72,201
a,74.2495791234,66.6108099335,164.076201809,86,72,206
a,72.4982758416,66.7532770731,165.003030275,88,74,201
a,69.2603782837,68.7313611098,163.012269477,86,74,202
a,73.9256383131,68.3593446429,163.003067456,86,65,202
a,73.9256383131,69.8713102783,160.003124969,82,68,197
a,70.4556598152,67.3646791724,161.00310556,87,73,208
a,76.5571681817,70.8590149522,162.027775397,82,74,206
a,68.9420046126,62.9682459657,165.012120767,87,69,196
a,75.7693869581,69.4622199472,164.012194669,86,74,194
a,80.0562302385,75.953933407,168.002976164,84,68,200
a,73.4098086089,67.6017751246,159.012578119,92,74,199
a,75.9605160593,72.5603197347,165.012120767,85,68,198
a,71.55417528,62.6498204307,161.012421881,88,66,197
a,73.7360156233,67.2681202354,167.0,86,67,199
a,74.0945342114,68.5930025586,166.243796877,85,63,200
a,75.2728370662,70.7106781187,163.049072368,87,61,189
a,72.2357252334,67.082039325,166.027106221,91,65,192
a,70.9365914039,66.4830805544,159.012578119,91,64,193
a,73.1641988954,67.082039325,158.113883008,95,66,193
a,68.4689710745,68.1175454637,157.028659805,92,65,202
a,74.5452882482,70.3491293478,161.00310556,94,73,209
n,81.7067928633,76.5310394546,163.0,91,70,214
n,79.0569415042,81.3019064967,167.0,89,76,224
h,81.0987052918,83.0963296422,167.011975619,74,83,250
h,77.1621668954,79.0569415042,167.047897323,77,84,247
h,78.0576709875,80.5046582503,165.027270474,75,84,246
h,81.0555365166,82.1522975942,169.002958554,77,83,250
h,80.099937578,81.1541742611,170.002941151,75,83,247
h,78.3134726596,81.2219182241,170.011764299,71,82,254
h,79.0569415042,80.099937578,169.026625122,74,82,250
h,79.0569415042,81.0987052918,169.002958554,71,85,252
h,82.0243866176,82.1522975942,170.011764299,69,86,251
h,80.024996095,81.1541742611,169.011833905,68,85,250
h,79.1012010023,80.2246844805,165.027270474,71,83,257
h,82.2982381342,82.2982381342,165.012120767,69,79,251
h,81.1541742611,81.2219182241,166.003012021,66,84,246
h,81.1541742611,80.1560977094,165.012120767,81,74,241
n,80.2246844805,80.399004969,165.003030275,95,74,226
n,82.2192191644,81.1541742611,166.027106221,100,74,215
c,76.8960337079,74.8465096047,160.003124969,86,60,206
su,97.3293378175,99.3680028983,172.002906952,109,128,169
sa,77.2334124586,73.0068489938,170.011764299,87,60,202
h,75.3259583411,77.0778826902,171.011695506,53,91,277
n,80.777472107,80.956778592,172.011627514,73,67,230
c,75.0266619276,79.7558775264,166.003012021,73,65,218
c,82.6801064344,78.5493475466,168.01190434,83,63,214
c,84.8763806957,77.6981338257,164.003048752,78,61,210
c,74.3303437366,77.6981338257,162.00308639,75,62,209
c,84.0595027347,73.4098086089,160.012499512,80,61,210
c,73.3757453114,73.0068489938,162.0,73,67,219
c,73.0547739713,73.1641988954,163.003067456,82,62,211
c,85.1469318296,82.6801064344,160.0,79,66,215
c,74.6324326282,73.0068489938,159.0,94,63,198
c,74.0405294417,73.7360156233,159.003144623,95,69,200
a,72.5327512232,72.4499827467,160.0,93,70,199
a,75.5843899228,76.8960337079,161.012421881,97,70,198
a,74.4647567645,75.6108457829,167.002993985,95,69,196
a,76.6550715869,74.9466476902,169.002958554,100,80,191
n,84.1189633793,83.0060238778,168.002976164,95,93,197
n,86.1278120005,81.9390017025,168.01190434,98,103,192
n,81.6088230524,81.1541742611,172.0,95,100,187
su,87.6413144584,87.8464569576,175.00285712,95,108,186
su,82.2009732302,83.934498271,170.002941151,97,118,184
su,83.1865373723,85.0,172.002906952,101,122,179
su,87.2983390449,87.4642784227,171.011695506,102,122,172
su,93.680307429,93.6375992858,173.002890149,96,141,163
su,102.396288995,99.6242942259,175.0,100,132,164
su,101.597244057,102.883429181,174.002873539,98,121,165
su,99.7246208316,96.5660395791,170.002941151,108,140,166
su,96.4209520799,96.0052081921,170.002941151,103,131,166
su,101.493842178,105.109466748,166.003012021,100,142,167
su,103.740059765,101.019800039,174.002873539,107,133,168
su,101.493842178,103.817146946,169.0,100,140,166
su,100.319489632,100.089959536,171.002923952,102,146,168
su,101.316336294,102.18121158,173.002890149,101,136,164
su,102.396288995,102.883429181,169.002958554,99,143,165
su,103.585713301,103.817146946,172.002906952,108,130,169
su,100.124921973,102.883429181,171.002923952,99,133,167
su,100.0,97.7394495585,172.002906952,96,138,171
su,105.171288858,101.592322545,170.0,95,137,175
su,91.7060521449,90.6200860737,172.0,101,130,174
su,84.2140130857,90.4709898255,170.026468528,105,110,173
su,88.6002257333,89.8999443826,172.026160801,98,109,175
su,84.1546195999,85.4283325367,167.002993985,93,109,176
su,84.5044377533,83.258633186,174.002873539,99,100,182
su,84.5044377533,82.7647267862,165.012120767,91,96,196
n,78.2304288624,81.437092286,166.0,95,77,202
n,82.2800097229,81.1541742611,167.002993985,92,67,213
n,79.3788384899,80.622577483,167.002993985,87,62,216
n,80.4114419719,80.5294977012,170.0,92,62,218
sa,79.4040301244,82.3468275042,165.012120767,86,63,211
sa,80.6535802057,78.7908624144,167.002993985,92,61,209
sa,76.791926659,78.9240140895,166.003012021,89,62,215
sa,82.6377637645,79.3095202356,170.002941151,89,61,202
sa,79.8498591107,78.3900503891,169.002958554,91,62,205
sa,70.7106781187,72.0138875496,170.026468528,92,59,220
sa,73.5527021937,77.3886296558,168.026783579,85,62,224
sa,76.3216876124,75.1531769122,172.002906952,86,58,214
sa,70.7106781187,75.5910047559,173.026009605,84,60,222
sa,70.4556598152,76.026311235,174.011493873,89,55,207
n,75.0266619276,74.6860093994,173.002890149,81,67,211
n,80.3243425121,78.7908624144,173.002890149,71,79,214
h,81.5965685553,79.705708704,176.0,70,87,224
h,78.1856764376,77.8267306264,168.01190434,61,93,270
h,81.1541742611,72.0,163.003067456,51,93,273
h,75.4254598925,79.2022726947,167.011975619,58,91,265
h,80.2309167341,70.1141925718,167.026943934,56,92,268
h,80.777472107,80.1124210095,166.003012021,63,90,271
h,85.0,78.2623792125,168.002976164,56,88,269
h,82.6377637645,80.9506022214,164.0,52,90,272
h,80.4114419719,81.8840643837,168.002976164,57,88,273
h,82.6377637645,82.7647267862,166.0,51,89,266
h,90.426765949,79.4795571201,171.026313765,64,84,255
h,91.7877987534,85.5862138431,175.025712397,71,80,256
a,69.8355210477,65.7419196556,145.003448235,111,44,227
su,101.980390272,100.846417884,136.003676421,120,77,197
n,83.1865373723,80.9506022214,140.003571383,108,44,220
h,83.1865373723,80.9506022214,140.003571383,108,44,220
n,84.528101836,85.9592926914,140.003571383,108,46,224
a,71.1196175468,66.7308024828,137.0,109,48,215
a,73.7902432575,70.7106781187,142.0,111,44,214
a,70.2139587262,67.1192967782,142.0,108,56,213
a,70.2139587262,66.1891229735,143.003496461,112,46,204
a,73.8241153012,69.3181073025,144.0,109,56,223
a,71.55417528,67.082039325,148.00337834,111,46,229
a,69.9714227381,65.7647321898,144.0,112,48,220
a,69.3541635376,66.2419806467,143.01398533,109,45,220
a,70.2139587262,68.9637585983,149.003355667,113,46,216
a,72.0069441096,67.9779375974,145.003448235,109,56,216
a,69.77105417,68.7968022513,141.0,109,44,217
a,74.303431953,71.1969100453,139.032370332,109,48,214
n,89.0,87.6584280032,140.0,111,55,215
n,90.8735385027,82.0548596976,141.0,112,56,213
n,91.2852671574,91.6787870775,140.014284985,116,47,202
n,90.8735385027,91.7060521449,140.003571383,112,71,210
n,97.508973946,93.5200513259,140.003571383,113,69,203
n,99.3176721435,99.8098191562,140.003571383,113,73,204
su,104.0,101.237344888,140.0,115,80,205
su,96.6643677888,93.9414711403,142.003521083,119,75,206
su,101.769347055,98.2344135219,142.003521083,118,81,202
su,104.388696706,100.319489632,144.00347218,119,79,202
su,104.546640309,99.1614844584,146.030818665,116,80,204
su,103.368273663,100.319489632,147.003401321,117,80,203
su,104.0,100.089959536,143.003496461,117,76,200
su,103.788245963,101.133575038,145.0,115,65,201
su,102.459748194,100.319489632,145.003448235,117,78,204
su,100.722390758,99.538937105,145.003448235,114,82,202
su,103.870111197,89.0224690738,142.003521083,118,71,196
su,103.469802358,99.4032192638,141.003546055,109,74,197
su,86.3307592924,86.8331733844,144.0,108,53,225
su,84.1189633793,84.7230783199,140.003571383,115,42,206
su,83.1865373723,83.7257427557,142.014083809,111,45,225
su,80.5294977012,80.9506022214,140.014284985,106,44,217
n,85.8661749468,77.0,143.01398533,105,51,219
n,88.5494212291,76.0,140.014284985,103,54,225
n,83.648072303,83.648072303,139.014387745,109,50,223
n,85.4283325367,76.026311235,142.003521083,106,47,226
n,83.6301381082,82.7345151675,139.003597076,105,50,223
n,80.49844719,82.7647267862,140.003571383,110,40,213
n,81.3019064967,80.2620707433,137.003649586,105,42,213
n,82.2982381342,81.4125297482,141.0,105,43,223
n,79.1580697087,80.062475605,143.003496461,105,44,224
n,79.1580697087,78.7210264161,140.003571383,109,43,229
n,76.4852927039,71.4492827116,142.003521083,110,51,232
n,77.8267306264,80.062475605,140.003571383,98,49,229
n,85.8661749468,86.3133825082,143.0,101,51,242
h,85.422479477,73.0616178304,143.03146507,79,74,273
h,88.1192374002,87.2353139503,140.003571383,75,61,280
h,88.5889383614,89.4706655838,140.003571383,77,70,281
h,88.5889383614,89.4706655838,140.003571383,77,70,281
h,88.5889383614,89.4706655838,140.003571383,77,70,281
h,88.5889383614,89.4706655838,140.003571383,77,70,281
h,88.5889383614,89.4706655838,140.003571383,77,70,281
h,88.5889383614,89.4706655838,140.003571383,77,70,281
h,88.5889383614,89.4706655838,140.003571383,77,70,281
h,88.5889383614,89.4706655838,140.003571383,77,70,281
h,86.9540108333,75.1664818919,144.00347218,69,65,278
h,90.3548559846,76.3216876124,138.0,87,61,264
h,89.185200566,75.1065909225,133.0,100,39,244
n,86.4522989862,71.0281634283,137.003649586,101,40,229
n,85.0881895447,73.0068489938,137.014597762,106,58,232
n,87.2353139503,75.0066663704,137.0,109,43,231
n,85.4751425854,74.0,138.0,109,54,233
n,86.0929730001,74.0,137.0,109,58,238
n,85.0,74.0270220933,136.0,111,44,230
n,84.5990543682,83.7257427557,137.0,110,40,231
n,85.4751425854,73.0,136.0,110,56,228
n,84.5990543682,73.0068489938,135.0,108,41,228
n,85.8661749468,74.0067564483,134.0,108,42,221
a,75.133215025,63.2850693292,162.0,89,57,218
su,86.209048249,90.0499861188,165.027270474,101,111,207
n,84.0951841665,86.005813757,170.011764299,89,59,203
h,92.3579991122,84.0238061504,169.011833905,47,100,263
n,88.0056816348,81.0246875958,171.002923952,83,60,206
c,66.3701740242,66.6108099335,165.012120767,92,50,209
c,70.1141925718,68.066144301,171.026313765,90,52,216
c,68.2641926635,68.2641926635,165.012120767,94,47,216
c,66.2721661031,66.1891229735,168.002976164,91,60,208
c,63.2850693292,63.1981012373,162.00308639,90,54,217
c,64.28063472,63.0713881249,168.01190434,92,48,219
a,66.2721661031,62.2896460096,163.027605024,87,55,216
a,73.8241153012,63.7887137353,163.012269477,90,53,213
a,74.2495791234,73.7902432575,164.003048752,91,51,212
a,77.0778826902,73.7902432575,167.002993985,94,46,212
a,79.705708704,73.9256383131,165.0,90,51,205
a,82.3468275042,80.49844719,167.002993985,94,57,209
a,73.027392121,71.0070419043,165.003030275,93,54,207
a,80.099937578,84.0951841665,166.0,94,55,205
n,84.1486779456,89.8999443826,169.0,93,57,207
n,83.1504660239,79.0253124005,168.002976164,90,59,207
n,87.1435597161,94.4298681562,169.002958554,92,64,214
n,89.0224690738,92.8493403315,171.002923952,97,65,201
n,89.0056178002,92.6120942426,171.002923952,95,74,200
su,88.2043082848,84.0,167.026943934,97,94,209
su,86.2844134244,86.0523096727,168.026783579,98,105,199
su,86.1452262171,86.005813757,165.012120767,95,112,199
su,86.0523096727,88.0056816348,164.027436729,97,109,201
su,87.0229854694,91.0878696644,165.012120767,97,110,198
su,86.209048249,91.0054943396,167.002993985,100,106,198
su,85.2877482409,93.1933474021,163.027605024,97,116,191
su,85.1469318296,88.0227243387,162.027775397,101,118,205
su,85.023526156,91.0219753686,165.027270474,94,115,210
su,89.0224690738,94.0212741883,168.026783579,100,86,203
n,80.1560977094,84.0059521701,166.012047756,96,74,198
n,82.0243866176,82.0243866176,166.012047756,91,63,207
n,91.9238815543,79.0,171.026313765,90,56,204
n,87.1435597161,80.0062497559,171.026313765,88,55,208
n,82.0548596976,78.0576709875,172.002906952,90,54,208
n,85.0058821494,87.2353139503,167.026943934,83,58,205
n,83.0240928888,76.0065786626,171.011695506,89,55,214
n,90.6200860737,79.0253124005,172.011627514,88,54,208
n,89.693923986,85.0881895447,166.027106221,91,57,203
n,87.8464569576,78.0,167.011975619,90,59,212
n,87.4642784227,76.026311235,168.026783579,93,55,214
n,88.1419309977,75.0266619276,163.012269477,88,58,200
n,87.8464569576,84.0951841665,172.011627514,87,56,209
n,82.0243866176,83.671978583,172.002906952,88,53,200
n,86.005813757,86.5390085453,168.026783579,89,61,204
n,93.0,88.0,172.011627514,92,56,210
n,99.1614844584,94.936821097,167.002993985,87,55,201
n,102.69371938,99.4032192638,168.01190434,84,55,214
n,95.634721728,92.3092628072,170.011764299,85,57,214
n,86.0232526704,90.3769882216,173.002890149,79,61,215
h,88.0056816348,83.0060238778,172.0,62,79,233
h,88.0227243387,91.3892772704,173.011560307,55,88,245
h,92.8493403315,82.0548596976,173.002890149,46,100,256
h,86.0232526704,81.0061726043,170.002941151,43,102,255
h,86.005813757,81.0,168.01190434,44,103,260
h,92.8493403315,90.2496537389,176.002840886,42,101,260
h,93.0483745156,92.8493403315,174.0,42,99,256
h,92.6984358013,93.6215787092,171.011695506,47,95,247
h,89.0,93.6215787092,172.002906952,52,93,244
h,87.0057469366,92.1357693841,171.002923952,70,80,222
h,96.2548700067,84.0059521701,171.002923952,77,78,213
n,89.0056178002,82.0060973343,171.002923952,84,57,214
n,88.0056816348,82.0,172.002906952,83,56,204
n,89.0224690738,83.0060238778,169.002958554,83,57,204
n,89.0056178002,92.6120942426,166.012047756,87,59,211
n,94.936821097,90.3769882216,165.027270474,84,59,203
n,88.0227243387,88.7693640847,167.011975619,82,59,204
n,98.6154146166,84.0238061504,170.011764299,85,54,201
n,87.0057469366,80.0062497559,167.002993985,85,56,196
n,89.0056178002,83.0963296422,163.003067456,91,56,219
n,88.0908621822,89.0505474436,168.01190434,85,60,201
